entry_time,exit_time,side,entry,exit,sl,tp_vwap,atr,r,reason,bars_held,cum_r
2021-01-04 00:35:00,2021-01-04 00:45:00,long,27204.269,27254.916500000003,27168.302044928576,27254.916500000003,29.97246255952175,1.4081675776952163,VWAP,2,1.4081675776952163
2021-01-04 01:15:00,2021-01-04 02:15:00,short,27344.319,27383.344206430138,27383.344206430138,27261.929000000004,32.5210053584475,-1.0000000000000382,SL,12,0.4081675776951781
2021-01-04 03:05:00,2021-01-04 04:05:00,short,27416.519,27404.469,27448.081688404465,27312.38321052632,26.302240337055334,0.3817798992779744,TIMEOUT,12,0.7899474769731525
2021-01-04 04:10:00,2021-01-04 05:10:00,short,27409.319,27429.469,27437.588789641195,27332.59409803922,23.558158034331065,-0.7127750243545168,TIMEOUT,12,0.0771724526186357
2021-01-04 08:05:00,2021-01-04 08:55:00,short,27419.269,27434.254807365258,27434.254807365258,27370.26318367347,12.488172804382051,-0.9999999999999454,SL,10,-0.9228275473813097
2021-01-04 09:00:00,2021-01-04 09:05:00,short,27434.519,27447.891674615865,27447.891674615865,27375.175483180425,11.14389551322122,-0.9999999999999297,SL,1,-1.9228275473812393
2021-01-04 10:05:00,2021-01-04 10:25:00,long,27344.269,27319.860459444895,27319.860459444895,27378.332360655724,20.34045046258609,-1.000000000000069,SL,4,-2.922827547381308
2021-01-04 10:40:00,2021-01-04 10:55:00,long,27284.469,27256.591480621355,27256.591480621355,27375.064994832028,23.23126614887277,-0.9999999999999509,SL,3,-3.9228275473812593
2021-01-04 11:10:00,2021-01-04 12:00:00,long,27174.519,27135.896100681035,27135.896100681035,27369.80712345678,32.18574943247174,-0.9999999999999774,SL,10,-4.922827547381237
2021-01-04 22:25:00,2021-01-04 22:40:00,long,27236.519,27207.227969879757,27207.227969879757,27279.91754933332,24.409191766868986,-1.0000000000000004,SL,3,-5.922827547381237
2021-01-04 22:45:00,2021-01-04 23:00:00,long,27189.469,27157.630735129525,27157.630735129525,27279.07421259841,26.531887392064224,-0.999999999999952,SL,3,-6.922827547381189
2021-01-04 23:05:00,2021-01-04 23:15:00,long,27134.999,27101.431659647915,27101.431659647915,27277.35628940567,27.972783626737417,-1.0000000000000033,SL,2,-7.922827547381193
2021-01-05 02:50:00,2021-01-05 02:55:00,long,27036.419,27006.01118392949,27006.01118392949,27131.9749047619,25.339846725426277,-0.9999999999999598,SL,1,-8.922827547381152
2021-01-05 11:00:00,2021-01-05 11:35:00,long,27064.269,27108.81115538847,27030.460221471498,27108.81115538847,28.17398210708687,1.3174730743648804,VWAP,7,-7.605354473016272
2021-01-05 14:10:00,2021-01-05 15:10:00,short,27194.269,27194.319,27215.312335032355,27113.324009746586,17.536112526963386,-0.00237604922995299,TIMEOUT,12,-7.607730522246225
2021-01-05 20:45:00,2021-01-05 21:30:00,long,27034.369,27122.988701449274,26985.821638632424,27122.988701449274,40.45613447297885,1.8254277668830348,VWAP,9,-5.78230275536319
2021-01-05 21:55:00,2021-01-05 22:55:00,long,27049.519,27019.319,27006.45218473787,27120.92998907104,35.88901271844156,-0.7012359705770169,TIMEOUT,12,-6.483538725940207
2021-01-06 00:50:00,2021-01-06 01:50:00,long,27044.319,27059.419,27010.39089582301,27087.610818181816,28.27342014749039,0.44505876076163625,TIMEOUT,12,-6.0384799651785706
2021-01-06 03:15:00,2021-01-06 03:20:00,long,27024.419,26992.220197120816,26992.220197120816,27076.226500000008,26.832335732654418,-1.0000000000000118,SL,1,-7.038479965178582
2021-01-06 04:00:00,2021-01-06 04:45:00,long,26984.999,27062.579816326535,26948.840238113058,27062.579816326535,30.13230157245032,2.145560640851361,VWAP,9,-4.892919324327221
2021-01-06 05:05:00,2021-01-06 06:05:00,short,27114.469,27099.419,27145.75993565321,27060.607290322576,26.075779711005993,0.4809699577793453,TIMEOUT,12,-4.4119493665478755
2021-01-06 09:40:00,2021-01-06 09:45:00,short,27159.519,27182.09284229359,27182.09284229359,27085.57655555555,18.81153524465814,-1.0000000000000162,SL,1,-5.4119493665478915
2021-01-06 09:50:00,2021-01-06 09:55:00,short,27279.469,27309.573629324575,27309.573629324575,27088.04289915966,25.087191103812497,-0.9999999999999832,SL,1,-6.411949366547875
2021-01-06 10:10:00,2021-01-06 10:20:00,short,27326.999,27360.795980897,27360.795980897,27094.958626016258,28.164150747500788,-1.000000000000003,SL,2,-7.411949366547878
2021-01-06 19:50:00,2021-01-06 20:35:00,short,27496.519,27540.467565575687,27540.467565575687,27226.766963470305,36.623804646404956,-1.0000000000000262,SL,9,-8.411949366547905
2021-01-06 20:40:00,2021-01-06 20:55:00,short,27574.369,27614.68047408399,27614.68047408399,27238.53152110625,33.59289506999241,-1.0000000000000258,SL,3,-9.41194936654793
2021-01-07 01:40:00,2021-01-07 01:55:00,short,27509.999,27539.670203430276,27539.670203430276,27455.827730158733,24.72600285856443,-0.9999999999999679,SL,3,-10.411949366547898
2021-01-07 02:00:00,2021-01-07 02:10:00,short,27556.419,27586.570310317893,27586.570310317893,27468.03246666667,25.126091931576962,-0.999999999999966,SL,2,-11.411949366547864
2021-01-07 03:35:00,2021-01-07 04:35:00,long,27426.999,27429.469,27392.62036018943,27489.76400000001,28.648866508807313,0.07184693791293716,TIMEOUT,12,-11.340102428634927
2021-01-07 04:40:00,2021-01-07 05:40:00,long,27411.469,27464.469,27381.931471997523,27480.153444444455,24.614606668731643,1.7943275414094813,TIMEOUT,12,-9.545774887225445
2021-01-07 06:00:00,2021-01-07 07:00:00,long,27414.419,27444.269,27388.89811615529,27472.115666666676,21.267403203926538,1.1696303381038167,TIMEOUT,12,-8.376144549121628
2021-01-07 09:30:00,2021-01-07 10:00:00,short,27514.319,27531.24680011341,27531.24680011341,27471.614982608706,14.106500094510611,-0.9999999999999359,SL,6,-9.376144549121564
