20230102 231700;25719.319000;25722.319000;25712.319000;25712.999000;0
20230102 231900;25714.319000;25717.999000;25712.269000;25717.269000;0
20230102 232000;25722.269000;25722.519000;25719.319000;25719.319000;0
20230102 232100;25717.369000;25717.369000;25712.369000;25712.369000;0
20230102 232200;25707.519000;25712.519000;25702.369000;25709.469000;0
20230102 232300;25712.999000;25712.999000;25707.319000;25709.269000;0
20230102 232400;25712.519000;25712.519000;25707.519000;25707.519000;0
20230102 232500;25709.519000;25712.469000;25707.419000;25712.469000;0
20230102 232600;25714.519000;25717.519000;25712.419000;25714.419000;0
20230102 232700;25712.369000;25714.269000;25712.369000;25714.269000;0
20230102 232800;25712.519000;25714.999000;25712.519000;25714.369000;0
20230102 232900;25712.469000;25719.369000;25712.469000;25717.269000;0
20230102 233000;25719.419000;25722.519000;25717.369000;25719.519000;0
20230102 233100;25717.369000;25722.519000;25717.369000;25719.999000;0
20230102 233200;25722.419000;25722.419000;25719.269000;25722.419000;0
20230102 233300;25719.419000;25722.999000;25714.369000;25714.369000;0
20230102 233400;25717.319000;25717.999000;25714.319000;25717.999000;0
20230102 233500;25712.269000;25712.269000;25712.269000;25712.269000;0
20230102 233600;25714.319000;25719.369000;25714.319000;25717.269000;0
20230102 233700;25719.469000;25719.469000;25717.369000;25717.369000;0
20230102 233800;25719.469000;25722.319000;25717.269000;25717.269000;0
20230102 233900;25719.369000;25719.999000;25717.269000;25717.519000;0
20230102 234000;25712.319000;25712.319000;25707.319000;25712.319000;0
20230102 234100;25709.419000;25712.469000;25704.469000;25704.469000;0
20230102 234200;25707.519000;25709.319000;25707.519000;25709.319000;0
20230102 234300;25712.999000;25717.319000;25712.999000;25714.369000;0
20230102 234400;25712.419000;25712.419000;25709.369000;25712.319000;0
20230102 234500;25714.469000;25714.469000;25714.469000;25714.469000;0
20230102 234600;25717.519000;25717.999000;25712.419000;25714.469000;0
20230102 234700;25717.269000;25717.269000;25712.269000;25714.269000;0
20230102 234800;25712.319000;25712.319000;25712.319000;25712.319000;0
20230102 234900;25709.519000;25709.519000;25704.319000;25707.369000;0
20230102 235000;25709.269000;25709.269000;25704.369000;25704.469000;0
20230102 235100;25702.269000;25704.469000;25702.269000;25704.469000;0
20230102 235200;25702.269000;25704.999000;25702.269000;25704.319000;0
20230102 235400;25702.319000;25702.319000;25699.519000;25699.519000;0
20230102 235500;25697.369000;25699.469000;25692.319000;25694.519000;0
20230102 235600;25692.319000;25694.999000;25687.269000;25689.999000;0
20230102 235700;25692.419000;25694.519000;25692.419000;25694.519000;0
20230102 235800;25692.369000;25692.469000;25687.469000;25687.469000;0
20230102 235900;25689.269000;25692.369000;25687.369000;25689.519000;0
20230103 000000;25692.999000;25697.419000;25692.999000;25697.269000;0
20230103 000100;25699.999000;25702.319000;25697.469000;25699.999000;0
20230103 000200;25702.419000;25702.419000;25702.419000;25702.419000;0
20230103 000300;25707.469000;25707.519000;25704.319000;25704.319000;0
20230103 000400;25707.519000;25709.519000;25702.269000;25709.519000;0
20230103 000500;25712.469000;25712.469000;25712.469000;25712.469000;0
20230103 000600;25707.319000;25707.999000;25704.369000;25707.999000;0
20230103 000700;25704.369000;25704.369000;25697.469000;25702.999000;0
20230103 000800;25699.369000;25707.999000;25699.369000;25704.469000;0
20230103 000900;25707.469000;25707.519000;25702.469000;25704.469000;0
20230103 001000;25702.319000;25707.519000;25702.319000;25707.419000;0
20230103 001100;25704.469000;25707.469000;25704.469000;25707.469000;0
20230103 001200;25712.269000;25717.469000;25712.269000;25717.469000;0
20230103 001300;25722.269000;25722.469000;25719.269000;25722.469000;0
20230103 001400;25719.369000;25722.469000;25717.269000;25719.469000;0
20230103 001500;25717.999000;25722.469000;25717.269000;25722.469000;0
20230103 001600;25724.519000;25727.519000;25722.269000;25722.369000;0
20230103 001700;25727.319000;25727.319000;25722.419000;25724.369000;0
20230103 001800;25727.369000;25727.469000;25724.269000;25727.369000;0
20230103 002000;25732.999000;25742.999000;25732.999000;25737.269000;0
20230103 002100;25739.419000;25742.419000;25737.269000;25739.319000;0
20230103 002200;25737.999000;25737.999000;25732.369000;25737.269000;0
20230103 002300;25739.469000;25739.469000;25734.319000;25737.999000;0
20230103 002400;25732.519000;25734.999000;25732.269000;25734.319000;0
20230103 002500;25732.269000;25734.519000;25722.269000;25724.369000;0
20230103 002600;25727.369000;25727.999000;25724.269000;25727.999000;0
20230103 002700;25724.519000;25727.469000;25717.369000;25719.419000;0
20230103 002800;25722.999000;25722.999000;25717.369000;25719.469000;0
20230103 002900;25722.269000;25722.999000;25717.999000;25719.999000;0
20230103 003000;25722.999000;25732.519000;25722.999000;25732.519000;0
20230103 003100;25727.419000;25734.999000;25727.419000;25734.269000;0
20230103 003200;25737.469000;25737.469000;25732.419000;25734.269000;0
20230103 003300;25737.319000;25739.999000;25737.319000;25739.319000;0
20230103 003400;25737.999000;25742.319000;25737.999000;25739.419000;0
20230103 003500;25742.319000;25742.369000;25737.369000;25739.269000;0
20230103 003600;25737.419000;25742.319000;25737.319000;25737.319000;0
20230103 003700;25739.519000;25742.999000;25737.419000;25742.999000;0
20230103 003800;25739.469000;25764.419000;25737.369000;25762.999000;0
20230103 003900;25759.999000;25759.999000;25747.269000;25752.369000;0
20230103 004000;25754.319000;25754.469000;25747.319000;25749.269000;0
20230103 004100;25752.519000;25757.419000;25752.369000;25754.419000;0
20230103 004200;25752.319000;25757.999000;25752.319000;25757.999000;0
20230103 004300;25754.469000;25762.469000;25752.319000;25757.369000;0
20230103 004400;25759.999000;25759.999000;25752.419000;25757.469000;0
20230103 004500;25759.319000;25767.419000;25759.319000;25767.269000;0
20230103 004600;25769.369000;25769.999000;25767.269000;25767.319000;0
20230103 004700;25769.269000;25772.369000;25767.319000;25767.519000;0
20230103 004800;25764.469000;25772.519000;25759.419000;25767.999000;0
20230103 004900;25762.999000;25764.999000;25762.419000;25762.999000;0
20230103 005000;25767.419000;25767.419000;25759.319000;25759.369000;0
20230103 005100;25762.369000;25764.519000;25762.369000;25762.369000;0
20230103 005200;25764.269000;25764.269000;25757.319000;25757.999000;0
20230103 005300;25759.999000;25764.519000;25759.269000;25762.469000;0
20230103 005400;25767.419000;25767.999000;25764.269000;25767.369000;0
20230103 005500;25772.419000;25772.419000;25767.519000;25767.519000;0
20230103 005600;25764.269000;25764.269000;25762.469000;25762.469000;0
20230103 005700;25764.269000;25767.999000;25764.269000;25764.419000;0
20230103 005800;25767.269000;25767.269000;25762.469000;25762.469000;0
20230103 005900;25767.419000;25777.369000;25762.269000;25777.369000;0
20230103 010000;25772.519000;25777.999000;25767.519000;25767.519000;0
20230103 010100;25772.269000;25772.269000;25757.519000;25762.999000;0
20230103 010200;25759.999000;25759.999000;25752.319000;25752.319000;0
20230103 010300;25749.419000;25749.999000;25742.419000;25744.369000;0
20230103 010400;25747.519000;25752.519000;25742.269000;25752.319000;0
20230103 010500;25749.999000;25752.999000;25742.369000;25747.999000;0
20230103 010600;25744.419000;25747.519000;25742.269000;25742.519000;0
